src_label,src_id,relation,dst_label,dst_id
Gene,AaFPPS,APPLIED_IN,Species,Nicotiana benthamiana
Gene,AaFPPS,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaFPPS,IN_PAPER,Paper,10.1016/j.ymben.2024.12.005
Gene,AaFPPS,SOURCE_FROM,Species,Aedes aegypti
Gene,AaFPPase-1,AFFECTS,Metabolite,juvenile hormone III
Gene,AaFPPase-1,APPLIED_IN,Species,Nicotiana benthamiana
Gene,AaFPPase-1,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaFPPase-1,IN_PAPER,Paper,10.1016/j.ymben.2024.12.005
Gene,AaFPPase-1,SOURCE_FROM,Species,Aedes aegypti
Gene,AaFS,AFFECTS,Metabolite,β-farnesene
Gene,AaFS,APPLIED_IN,Species,Saccharomyces cerevisiae
Gene,AaFS,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaFS,IN_PAPER,Paper,10.1021/acs.jafc.4c09515
Gene,AaFS,SOURCE_FROM,Species,Artemisia annua
Gene,AaFS-L326I,AFFECTS,Metabolite,β-farnesene
Gene,AaFS-L326I,APPLIED_IN,Species,Saccharomyces cerevisiae
Gene,AaFS-L326I,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaFS-L326I,IN_PAPER,Paper,10.1021/acs.jafc.4c09515
Gene,AaFS-L326I,SOURCE_FROM,Species,Artemisia annua
Gene,AaGLS1,AFFECTS,Metabolite,Geranyllinalool-derived defense diterpenoids/volatiles
Gene,AaGLS1,APPLIED_IN,Species,Artemisia annua
Gene,AaGLS1,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaGLS1,IN_PAPER,Paper,10.1111/nph.17351
Gene,AaGLS1,SOURCE_FROM,Species,Artemisia annua
Gene,AaGPAT8,AFFECTS,Metabolite,cutin monomers
Gene,AaGPAT8,APPLIED_IN,Species,Artemisia annua
Gene,AaGPAT8,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaGPAT8,IN_PAPER,Paper,10.1111/nph.15005
Gene,AaGPAT8,SOURCE_FROM,Species,Artemisia annua
Gene,AaGSW1,AFFECTS,Metabolite,Artemisinin
Gene,AaGSW1,AFFECTS,Metabolite,artemisinin
Gene,AaGSW1,APPLIED_IN,Species,Artemisia annua
Gene,AaGSW1,APPLIED_IN,Species,Artemisia annua; Nicotiana benthamiana; Saccharomyces cerevisiae
Gene,AaGSW1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaGSW1,IN_PAPER,Paper,10.1016/j.molp.2018.03.015
Gene,AaGSW1,IN_PAPER,Paper,10.1016/j.tplants.2022.12.007
Gene,AaGSW1,IN_PAPER,Paper,10.1016/j.tplants.2024.10.013
Gene,AaGSW1,IN_PAPER,Paper,10.1038/s42003-023-05435-4
Gene,AaGSW1,IN_PAPER,Paper,10.1111/NPH.17453
Gene,AaGSW1,IN_PAPER,Paper,10.1111/nph.14373
Gene,AaGSW1,IN_PAPER,Paper,10.1111/pce.13714
Gene,AaGSW1,PARTICIPATES_IN,Process,Artemisinin biosynthesis
Gene,AaGSW1,PARTICIPATES_IN,Process,Artemisinin biosynthesis in glandular trichomes
Gene,AaGSW1,PARTICIPATES_IN,Process,Artemisinin biosynthesis regulation
Gene,AaGSW1,PARTICIPATES_IN,Process,Artemisinin biosynthetic gene expression and branch flux toward artemisinin/DHAA
Gene,AaGSW1,PARTICIPATES_IN,Process,artemisinin biosynthesis
Gene,AaGSW1,PARTICIPATES_IN,Process,biosynthesis
Gene,AaGSW1,PARTICIPATES_IN,Process,biosynthesis gene activation in glandular trichomes
Gene,AaGSW1,SOURCE_FROM,Species,Artemisia annua
Gene,AaGSW2,AFFECTS,Metabolite,artemisinin
Gene,AaGSW2,APPLIED_IN,Species,Artemisia annua
Gene,AaGSW2,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaGSW2,PARTICIPATES_IN,Process,glandular trichome initiation controlling storage/production capacity for artemisinin
Gene,AaGSW2,SOURCE_FROM,Species,Artemisia annua
Gene,AaH6H,AFFECTS,Metabolite,Scopolamine
Gene,AaH6H,APPLIED_IN,Species,Escherichia coli
Gene,AaH6H,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaH6H,IN_PAPER,Paper,10.1016/j.jbiotec.2015.07.019
Gene,AaH6H,SOURCE_FROM,Species,Anisodus acutangulus
Gene,AaH6H(S14P/K97A),AFFECTS,Metabolite,Scopolamine
Gene,AaH6H(S14P/K97A),APPLIED_IN,Species,Escherichia coli
Gene,AaH6H(S14P/K97A),BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaH6H(S14P/K97A),IN_PAPER,Paper,10.1016/j.jbiotec.2015.07.019
Gene,AaH6H(S14P/K97A),SOURCE_FROM,Species,Anisodus acutangulus
Gene,AaHD1,AFFECTS,Metabolite,Artemisinin
Gene,AaHD1,AFFECTS,Metabolite,artemisinin
Gene,AaHD1,APPLIED_IN,Species,Artemisia annua
Gene,AaHD1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaHD1,IN_PAPER,Paper,10.1016/j.molp.2018.03.015
Gene,AaHD1,IN_PAPER,Paper,10.1111/NPH.16777
Gene,AaHD1,IN_PAPER,Paper,10.1111/nph.15005
Gene,AaHD1,PARTICIPATES_IN,Process,Artemisinin biosynthesis
Gene,AaHD1,PARTICIPATES_IN,Process,glandular trichome initiation
Gene,AaHD1,PARTICIPATES_IN,Process,glandular trichome initiation affecting artemisinin accumulation
Gene,AaHD1,PARTICIPATES_IN,Process,trichome initiation and artemisinin-associated development
Gene,AaHD1,PARTICIPATES_IN,Process,upstream transcriptional control of trichome development and artemisinin accumulation via AaTAR2
Gene,AaHD1,SOURCE_FROM,Species,Artemisia annua
Gene,AaHD8,AFFECTS,Metabolite,Artemisinin
Gene,AaHD8,AFFECTS,Metabolite,artemisinin
Gene,AaHD8,AFFECTS,Metabolite,artemisinin; cutin monomers; cuticular wax monomers
Gene,AaHD8,APPLIED_IN,Species,Artemisia annua
Gene,AaHD8,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaHD8,IN_PAPER,Paper,10.1111/NPH.16777
Gene,AaHD8,IN_PAPER,Paper,10.1111/nph.15005
Gene,AaHD8,PARTICIPATES_IN,Process,glandular trichome initiation
Gene,AaHD8,PARTICIPATES_IN,Process,trichome initiation and associated biosynthesis
Gene,AaHD8,PARTICIPATES_IN,Process,trichome initiation and cuticle biosynthesis
Gene,AaHD8,PARTICIPATES_IN,Process,upstream transcriptional control of trichome development and artemisinin accumulation via AaTAR2
Gene,AaHD8,SOURCE_FROM,Species,Artemisia annua
Gene,AaHY5,AFFECTS,Metabolite,Artemisinin
Gene,AaHY5,AFFECTS,Metabolite,artemisinin
Gene,AaHY5,APPLIED_IN,Species,Artemisia annua
Gene,AaHY5,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaHY5,IN_PAPER,Paper,10.1016/j.tplants.2022.12.007
Gene,AaHY5,IN_PAPER,Paper,10.1038/s42003-023-05435-4
Gene,AaHY5,IN_PAPER,Paper,10.1111/NPH.17453
Gene,AaHY5,IN_PAPER,Paper,10.1111/jipb.13708
Gene,AaHY5,IN_PAPER,Paper,10.1111/pce.13714
Gene,AaHY5,PARTICIPATES_IN,Process,Artemisinin biosynthesis
Gene,AaHY5,PARTICIPATES_IN,Process,Light-mediated transcriptional control of artemisinin biosynthesis
Gene,AaHY5,PARTICIPATES_IN,Process,artemisinin biosynthesis
Gene,AaHY5,PARTICIPATES_IN,Process,biosynthesis
Gene,AaHY5,PARTICIPATES_IN,Process,biosynthesis via transcriptional activation cascade under light signaling
Gene,AaHY5,PARTICIPATES_IN,Process,light-mediated regulation of artemisinin biosynthesis
Gene,AaHY5,SOURCE_FROM,Species,Artemisia annua
Gene,AaIDI1,AFFECTS,Metabolite,Monoterpene volatiles
Gene,AaIDI1,APPLIED_IN,Species,Nicotiana benthamiana
Gene,AaIDI1,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaIDI1,IN_PAPER,Paper,10.1104/pp.114.243980
Gene,AaIDI1,SOURCE_FROM,Species,Actinidia arguta
Gene,AaIPPI1,AFFECTS,Metabolite,arteannuin B; artemisinin; artemisinic acid
Gene,AaIPPI1,APPLIED_IN,Species,Artemisia annua
Gene,AaIPPI1,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaIPPI1,IN_PAPER,Paper,10.1111/tpj.13583
Gene,AaIPPI1,SOURCE_FROM,Species,Artemisia annua
Gene,AaISM1,AFFECTS,Metabolite,isomeliandiol; apoprotolimonoid/limonoid/quassinoid branch triterpenoids
Gene,AaISM1,APPLIED_IN,Species,Nicotiana benthamiana
Gene,AaISM1,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaISM1,IN_PAPER,Paper,10.1021/jacs.2c10838
Gene,AaISM1,SOURCE_FROM,Species,Ailanthus altissima
Gene,AaISM2,AFFECTS,Metabolite,protoglabretal; glabretane branch triterpenoids
Gene,AaISM2,APPLIED_IN,Species,Nicotiana benthamiana
Gene,AaISM2,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaISM2,IN_PAPER,Paper,10.1021/jacs.2c10838
Gene,AaISM2,SOURCE_FROM,Species,Ailanthus altissima
Gene,AaJAZ1,AFFECTS,Metabolite,Artemisinin
Gene,AaJAZ1,APPLIED_IN,Species,Artemisia annua
Gene,AaJAZ1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaJAZ1,IN_PAPER,Paper,10.1111/nph.13874
Gene,AaJAZ1,PARTICIPATES_IN,Process,JA signaling upstream of artemisinin biosynthetic gene expression
Gene,AaJAZ1,SOURCE_FROM,Species,Artemisia annua
Gene,AaJAZ2,AFFECTS,Metabolite,Artemisinin
Gene,AaJAZ2,APPLIED_IN,Species,Artemisia annua
Gene,AaJAZ2,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaJAZ2,IN_PAPER,Paper,10.1111/nph.13874
Gene,AaJAZ2,PARTICIPATES_IN,Process,JA signaling upstream of artemisinin biosynthetic gene expression
Gene,AaJAZ2,SOURCE_FROM,Species,Artemisia annua
Gene,AaJAZ3,AFFECTS,Metabolite,Artemisinin
Gene,AaJAZ3,APPLIED_IN,Species,Artemisia annua
Gene,AaJAZ3,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaJAZ3,IN_PAPER,Paper,10.1111/nph.13874
Gene,AaJAZ3,PARTICIPATES_IN,Process,JA signaling upstream of artemisinin biosynthetic gene expression
Gene,AaJAZ3,SOURCE_FROM,Species,Artemisia annua
Gene,AaJAZ4,AFFECTS,Metabolite,Artemisinin
Gene,AaJAZ4,APPLIED_IN,Species,Artemisia annua
Gene,AaJAZ4,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaJAZ4,IN_PAPER,Paper,10.1111/nph.13874
Gene,AaJAZ4,PARTICIPATES_IN,Process,JA signaling upstream of artemisinin biosynthetic gene expression
Gene,AaJAZ4,SOURCE_FROM,Species,Artemisia annua
Gene,AaJAZ8,AFFECTS,Metabolite,Artemisinin
Gene,AaJAZ8,AFFECTS,Metabolite,artemisinin
Gene,AaJAZ8,APPLIED_IN,Species,Artemisia annua
Gene,AaJAZ8,APPLIED_IN,Species,Artemisia annua; Nicotiana benthamiana; Saccharomyces cerevisiae
Gene,AaJAZ8,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaJAZ8,IN_PAPER,Paper,10.1126/sciadv.aas9357
Gene,AaJAZ8,PARTICIPATES_IN,Process,Biosynthesis repression via JA signaling
Gene,AaJAZ8,PARTICIPATES_IN,Process,biosynthesis
Gene,AaJAZ8,SOURCE_FROM,Species,Artemisia annua
Gene,AaJAZ9,AFFECTS,Metabolite,artemisinin
Gene,AaJAZ9,APPLIED_IN,Species,Artemisia annua
Gene,AaJAZ9,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaJAZ9,IN_PAPER,Paper,10.1111/NPH.17453
Gene,AaJAZ9,PARTICIPATES_IN,Process,jasmonate-mediated regulation of artemisinin biosynthesis
Gene,AaJAZ9,SOURCE_FROM,Species,Artemisia annua
Gene,AaJHAMT,AFFECTS,Metabolite,juvenile hormone III
Gene,AaJHAMT,APPLIED_IN,Species,Nicotiana benthamiana
Gene,AaJHAMT,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaJHAMT,IN_PAPER,Paper,10.1016/j.ymben.2024.12.005
Gene,AaJHAMT,SOURCE_FROM,Species,Aedes aegypti
Gene,AaKCS5,AFFECTS,Metabolite,artemisinin
Gene,AaKCS5,APPLIED_IN,Species,Artemisia annua
Gene,AaKCS5,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaKCS5,IN_PAPER,Paper,10.1111/nph.14789
Gene,AaKCS5,SOURCE_FROM,Species,Artemisia annua
Gene,AaKSL1,AFFECTS,Metabolite,"ent-isopimara-7,15-diene-derived metabolites; indirectly artemisinin when stacked with AaCPS2"
Gene,AaKSL1,APPLIED_IN,Species,Artemisia annua
Gene,AaKSL1,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaKSL1,IN_PAPER,Paper,10.1111/nph.17351
Gene,AaKSL1,SOURCE_FROM,Species,Artemisia annua
Gene,AaKSL2,AFFECTS,Metabolite,Bioactive gibberellins (GA1/GA4)
Gene,AaKSL2,APPLIED_IN,Species,Artemisia annua
Gene,AaKSL2,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaKSL2,IN_PAPER,Paper,10.1111/nph.17351
Gene,AaKSL2,SOURCE_FROM,Species,Artemisia annua
Gene,AaKSL3,AFFECTS,Metabolite,Bioactive gibberellins
Gene,AaKSL3,APPLIED_IN,Species,Artemisia annua
Gene,AaKSL3,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaKSL3,IN_PAPER,Paper,10.1111/nph.17351
Gene,AaKSL3,SOURCE_FROM,Species,Artemisia annua
Gene,AaLACS1,AFFECTS,Metabolite,cutin and wax monomers
Gene,AaLACS1,APPLIED_IN,Species,Artemisia annua
Gene,AaLACS1,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaLACS1,IN_PAPER,Paper,10.1111/nph.15005
Gene,AaLACS1,SOURCE_FROM,Species,Artemisia annua
Gene,AaLDOX,AFFECTS,Metabolite,Total flavonoids
Gene,AaLDOX,APPLIED_IN,Species,Artemisia annua
Gene,AaLDOX,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaLDOX,IN_PAPER,Paper,10.1016/j.plaphy.2021.03.052
Gene,AaLDOX,SOURCE_FROM,Species,Artemisia annua
Gene,AaLUS,AFFECTS,Metabolite,lupeol
Gene,AaLUS,APPLIED_IN,Species,Artemisia annua
Gene,AaLUS,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaLUS,IN_PAPER,Paper,10.1093/nar/gkx992
Gene,AaLUS,SOURCE_FROM,Species,Artemisia annua
Gene,AaMIXTA1,AFFECTS,Metabolite,Artemisinin
Gene,AaMIXTA1,AFFECTS,Metabolite,artemisinin
Gene,AaMIXTA1,AFFECTS,Metabolite,artemisinin; cutin monomers; cuticular wax monomers
Gene,AaMIXTA1,APPLIED_IN,Species,Artemisia annua
Gene,AaMIXTA1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMIXTA1,IN_PAPER,Paper,10.1111/jipb.13258
Gene,AaMIXTA1,IN_PAPER,Paper,10.1111/nph.14789
Gene,AaMIXTA1,IN_PAPER,Paper,10.1111/nph.15005
Gene,AaMIXTA1,IN_PAPER,Paper,10.1111/nph.17351
Gene,AaMIXTA1,PARTICIPATES_IN,Process,Glandular trichome initiation and GT-localized artemisinin biosynthesis
Gene,AaMIXTA1,PARTICIPATES_IN,Process,Trichome development affecting artemisinin accumulation
Gene,AaMIXTA1,PARTICIPATES_IN,Process,cuticle biosynthesis and indirect control of artemisinin accumulation through regulation of glandular secretory trichome initiation
Gene,AaMIXTA1,PARTICIPATES_IN,Process,trichome initiation and cuticle biosynthesis
Gene,AaMIXTA1,PARTICIPATES_IN,Process,trichome initiation and metabolite accumulation
Gene,AaMIXTA1,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB1,AFFECTS,Metabolite,Anthocyanin
Gene,AaMYB1,AFFECTS,Metabolite,Artemisinin
Gene,AaMYB1,APPLIED_IN,Species,Allium cepa
Gene,AaMYB1,APPLIED_IN,Species,Artemisia annua; Arabidopsis thaliana
Gene,AaMYB1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB1,IN_PAPER,Paper,10.1007/s00299-017-2132-1
Gene,AaMYB1,IN_PAPER,Paper,10.1111/tpj.13509
Gene,AaMYB1,PARTICIPATES_IN,Process,Anthocyanin biosynthesis
Gene,AaMYB1,PARTICIPATES_IN,Process,Artemisinin biosynthesis; gibberellin biosynthesis and degradation; trichome initiation and branching
Gene,AaMYB1,SOURCE_FROM,Species,Anthurium andraeanum
Gene,AaMYB1,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB108,AFFECTS,Metabolite,artemisinin
Gene,AaMYB108,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB108,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB108,PARTICIPATES_IN,Process,biosynthesis signaling regulation
Gene,AaMYB108,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB15,AFFECTS,Metabolite,Artemisinin
Gene,AaMYB15,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB15,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB15,IN_PAPER,Paper,10.1016/j.tplants.2022.12.007
Gene,AaMYB15,PARTICIPATES_IN,Process,Artemisinin biosynthesis
Gene,AaMYB15,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB16,AFFECTS,Metabolite,artemisinin
Gene,AaMYB16,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB16,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB16,PARTICIPATES_IN,Process,trichome initiation
Gene,AaMYB16,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB17,AFFECTS,Metabolite,artemisinin
Gene,AaMYB17,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB17,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB17,IN_PAPER,Paper,10.1016/j.xplc.2023.100742
Gene,AaMYB17,PARTICIPATES_IN,Process,"glandular secreting trichome initiation, thereby indirectly controlling artemisinin biosynthesis and storage capacity"
Gene,AaMYB17,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB2,AFFECTS,Metabolite,Anthocyanin
Gene,AaMYB2,AFFECTS,Metabolite,artemisinin; dihydroartemisinic acid
Gene,AaMYB2,APPLIED_IN,Species,Anthurium andraeanum; Nicotiana tabacum
Gene,AaMYB2,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB2,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB2,IN_PAPER,Paper,10.1007/s00299-016-2025-8
Gene,AaMYB2,IN_PAPER,Paper,10.1016/j.molp.2018.03.015
Gene,AaMYB2,PARTICIPATES_IN,Process,Anthocyanin biosynthesis
Gene,AaMYB2,PARTICIPATES_IN,Process,Artemisinin biosynthesis
Gene,AaMYB2,SOURCE_FROM,Species,Anthurium andraeanum
Gene,AaMYB2,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB4,AFFECTS,Metabolite,Artemisinin; Total flavonoids
Gene,AaMYB4,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB4,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB4,IN_PAPER,Paper,10.1016/j.plaphy.2021.03.052
Gene,AaMYB4,PARTICIPATES_IN,Process,Parallel control of artemisinin biosynthesis and flavonoid biosynthesis
Gene,AaMYB4,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB5,AFFECTS,Metabolite,artemisinin
Gene,AaMYB5,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB5,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB5,PARTICIPATES_IN,Process,trichome initiation
Gene,AaMYB5,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB6,AFFECTS,Metabolite,Total flavonoids
Gene,AaMYB6,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB6,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB6,IN_PAPER,Paper,10.1016/j.plaphy.2021.03.052
Gene,AaMYB6,PARTICIPATES_IN,Process,Flavonoid biosynthesis
Gene,AaMYB6,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYB61-like,AFFECTS,Metabolite,Anthocyanin
Gene,AaMYB61-like,APPLIED_IN,Species,Actinidia arguta
Gene,AaMYB61-like,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB61-like,IN_PAPER,Paper,10.1186/s12870-025-06109-5
Gene,AaMYB61-like,PARTICIPATES_IN,Process,Anthocyanin biosynthesis
Gene,AaMYB61-like,SOURCE_FROM,Species,Actinidia arguta
Gene,AaMYB7,AFFECTS,Metabolite,artemisinin
Gene,AaMYB7,APPLIED_IN,Species,Artemisia annua
Gene,AaMYB7,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYB7,PARTICIPATES_IN,Process,biosynthesis repression
Gene,AaMYB7,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYBC1,AFFECTS,Metabolite,Anthocyanin
Gene,AaMYBC1,APPLIED_IN,Species,Actinidia arguta
Gene,AaMYBC1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYBC1,IN_PAPER,Paper,10.1016/j.plantsci.2020.110476
Gene,AaMYBC1,PARTICIPATES_IN,Process,"Anthocyanin biosynthesis, especially activation of late biosynthetic genes"
Gene,AaMYBC1,SOURCE_FROM,Species,Actinidia arguta
Gene,AaMYC2,AFFECTS,Metabolite,Artemisinin
Gene,AaMYC2,AFFECTS,Metabolite,artemisinin
Gene,AaMYC2,APPLIED_IN,Species,Artemisia annua
Gene,AaMYC2,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYC2,IN_PAPER,Paper,10.1016/j.molp.2018.03.015
Gene,AaMYC2,IN_PAPER,Paper,10.1111/nph.13874
Gene,AaMYC2,IN_PAPER,Paper,10.1111/nph.14373
Gene,AaMYC2,PARTICIPATES_IN,Process,Artemisinin biosynthesis
Gene,AaMYC2,PARTICIPATES_IN,Process,Hormone-responsive activation of artemisinin biosynthetic transcription
Gene,AaMYC2,PARTICIPATES_IN,Process,Transcriptional control of artemisinin biosynthesis; also promotes anthocyanin accumulation in stems
Gene,AaMYC2,PARTICIPATES_IN,Process,biosynthesis
Gene,AaMYC2,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYC2-Like,AFFECTS,Metabolite,artemisinin
Gene,AaMYC2-Like,APPLIED_IN,Species,Artemisia annua
Gene,AaMYC2-Like,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYC2-Like,IN_PAPER,Paper,10.1080/07388551.2022.2053056
Gene,AaMYC2-Like,SOURCE_FROM,Species,Artemisia annua
Gene,AaMYC3,AFFECTS,Metabolite,Artemisinin
Gene,AaMYC3,APPLIED_IN,Species,Artemisia annua
Gene,AaMYC3,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMYC3,PARTICIPATES_IN,Process,GST initiation/development and artemisinin biosynthesis
Gene,AaMYC3,SOURCE_FROM,Species,Artemisia annua
Gene,AaMetR,AFFECTS,Metabolite,methionine
Gene,AaMetR,APPLIED_IN,Species,Alternaria alternata
Gene,AaMetR,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMetR,IN_PAPER,Paper,10.1016/j.micres.2018.11.007
Gene,AaMetR,PARTICIPATES_IN,Process,methionine biosynthesis; cysteine and methionine metabolism; oxidative stress response/ROS detoxification
Gene,AaMetR,SOURCE_FROM,Species,Alternaria alternata
Gene,AaMyc-bHLH3,AFFECTS,Metabolite,artemisinin
Gene,AaMyc-bHLH3,APPLIED_IN,Species,Artemisia annua
Gene,AaMyc-bHLH3,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaMyc-bHLH3,IN_PAPER,Paper,10.1186/s12870-023-04063-8
Gene,AaMyc-bHLH3,PARTICIPATES_IN,Process,artemisinin biosynthesis
Gene,AaMyc-bHLH3,SOURCE_FROM,Species,Artemisia annua
Gene,AaNAC1,AFFECTS,Metabolite,Artemisinin
Gene,AaNAC1,AFFECTS,Metabolite,Monoterpene volatiles
Gene,AaNAC1,APPLIED_IN,Species,Actinidia arguta; Nicotiana benthamiana
Gene,AaNAC1,APPLIED_IN,Species,Artemisia annua
Gene,AaNAC1,APPLIED_IN,Species,Artemisia annua; Arabidopsis thaliana
Gene,AaNAC1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaNAC1,IN_PAPER,Paper,10.1016/j.tplants.2022.12.007
Gene,AaNAC1,IN_PAPER,Paper,10.1080/07388551.2022.2053056
Gene,AaNAC1,IN_PAPER,Paper,10.1104/pp.114.243980
Gene,AaNAC1,PARTICIPATES_IN,Process,Artemisinin biosynthesis
Gene,AaNAC1,PARTICIPATES_IN,Process,"Artemisinin biosynthesis, primarily transcriptional control of pathway gene expression; also stress and defense response regulation"
Gene,AaNAC1,PARTICIPATES_IN,Process,Monoterpene biosynthesis via TPS1 transcription
Gene,AaNAC1,SOURCE_FROM,Species,Actinidia arguta
Gene,AaNAC1,SOURCE_FROM,Species,Artemisia annua
Gene,AaNAC2,AFFECTS,Metabolite,Monoterpene volatiles
Gene,AaNAC2,APPLIED_IN,Species,Actinidia arguta; Nicotiana benthamiana
Gene,AaNAC2,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaNAC2,IN_PAPER,Paper,10.1104/pp.114.243980
Gene,AaNAC2,PARTICIPATES_IN,Process,Monoterpene biosynthesis via TPS1 transcription
Gene,AaNAC2,SOURCE_FROM,Species,Actinidia arguta
Gene,AaNAC3,AFFECTS,Metabolite,Monoterpene volatiles
Gene,AaNAC3,APPLIED_IN,Species,Actinidia arguta; Nicotiana benthamiana
Gene,AaNAC3,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaNAC3,IN_PAPER,Paper,10.1104/pp.114.243980
Gene,AaNAC3,PARTICIPATES_IN,Process,Monoterpene biosynthesis via TPS1 transcription
Gene,AaNAC3,SOURCE_FROM,Species,Actinidia arguta
Gene,AaNAC4,AFFECTS,Metabolite,Monoterpene volatiles
Gene,AaNAC4,APPLIED_IN,Species,Actinidia arguta; Nicotiana benthamiana
Gene,AaNAC4,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaNAC4,IN_PAPER,Paper,10.1104/pp.114.243980
Gene,AaNAC4,PARTICIPATES_IN,Process,Monoterpene biosynthesis via TPS1 transcription
Gene,AaNAC4,SOURCE_FROM,Species,Actinidia arguta
Gene,AaNPR1,AFFECTS,Metabolite,artemisinin
Gene,AaNPR1,APPLIED_IN,Species,Artemisia annua
Gene,AaNPR1,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,AaNPR1,PARTICIPATES_IN,Process,biosynthesis
Gene,AaNPR1,SOURCE_FROM,Species,Artemisia annua
Gene,AaNPS6,AFFECTS,Metabolite,dimethyl coprogen siderophore
Gene,AaNPS6,APPLIED_IN,Species,Alternaria alternata
Gene,AaNPS6,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaNPS6,SOURCE_FROM,Species,Alternaria alternata
Gene,AaODC,AFFECTS,Metabolite,Putrescine
Gene,AaODC,APPLIED_IN,Species,Araucaria angustifolia
Gene,AaODC,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,AaODC,IN_PAPER,Paper,10.1093/treephys/tpw115
